SessionID,TurnIndex,CharacterName,PlayerResponse,ResponseLength,ResponseTime,AIResponseText,AIResponseLength,EngagementRatio,LabelType,LabelSource,SourceFile
P05,12,Claudius,"sincerely, didn't you do this alone?",36,2217.503,"My dear Hamlet, I must be honest with you. I did not act alone in my deceitful plan. There were others involved who assisted me in my actions. I take full responsibility for my role in this betrayal, but I cannot deny that others were also complicit. I understand if this revelation brings you further distress and anger, and I am prepared to face the consequences of my actions. Please, let us find a way to move past this together and seek a path towards reconciliation and forgiveness.",488,0.07377049180327869,A,H,Hamlet_prompt_p05.csv
P05,13,Claudius,how did you kill my father? what was your plan?,47,2303.485,"My dear Hamlet, I swear by heaven and earth that I am innocent of your father's murder. I had no part in his untimely death, and I am as shocked and saddened by it as you are. I understand your need for answers and closure, and I am willing to help you uncover the truth behind this tragic event. Let us work together to find justice for your father and bring peace to his soul.",378,0.12433862433862433,A,H,Hamlet_prompt_p05.csv
P05,14,Claudius,"if you really sorry my father, you have to confess your all fault. give me a constructive way.",94,2421.054,"My dear Hamlet, you are right. It is time for me to confess my faults and seek redemption for my wrongdoings. I will provide a full and honest account of my involvement in the events that have transpired. I am ready to face the consequences of my actions and work towards making amends. Together, let us seek a path towards reconciliation and healing. Your forgiveness and understanding mean everything to me, and I am committed to earning back your trust through my actions.",475,0.19789473684210526,A,H,Hamlet_prompt_p05.csv
P05,15,Claudius,give me the detailed solution,29,2454.507,"My dear Hamlet, I understand the gravity of the situation and the need for a detailed solution to address the wrongs that have been committed. Here is my proposed plan for moving forward:

1. Confession: I will publicly confess my involvement in the deceitful plot that led to your father's death. I will reveal the full extent of my actions and take full responsibility for the harm I have caused.

2. Reparation: I will seek to make amends for my wrongs by offering compensation for the pain and suffering that has been inflicted upon you and your family. I am willing to provide whatever support is needed to help you find closure and healing.

3. Transparency: I will commit to complete transparency in all future dealings and interactions. I will be honest and forthright in my words and actions, and I will strive to rebuild trust through open communication.

4. Seeking Forgiveness: I will humbly ask for your forgiveness and work towards earning back your trust through my actions. I understand that trust is not easily regained, but I am committed to proving my sincerity and dedication to making things right.

I hope that these steps can serve as a constructive way to address the harm that has been done and begin the process of healing and reconciliation. Please know that I am fully committed to making things right and finding a path towards a better future together.",1382,0.020984081041968163,A,H,Hamlet_prompt_p05.csv
P05,16,ChoiceButton,“The time is out of joint—now must I set it right. My father waits.”,68,2492.042, 비활성화,5,13.6,A,H,Hamlet_prompt_p05.csv
P06,1,Claudius,hello,5,942.4073,"Good day, dear Hamlet. How may I assist you this fine day?",58,0.08620689655172414,A,H,Hamlet_prompt_p06.csv
P06,2,Claudius,You stole my father's life. I will not forget about it,54,1012.378,"My dear Hamlet, I assure you I am innocent of such a crime. I understand your pain and anger, but I beg of you to hear me out. Let us speak openly and resolve this matter.",171,0.3157894736842105,A,H,Hamlet_prompt_p06.csv
P06,3,Claudius,You may lie to others. But you know what you did,48,1052.697,"I swear upon my honour, Hamlet, I am not the one responsible for your father's death. If you will not believe me, then let us seek the truth together. Let justice be done, and the guilty party be revealed.",205,0.23414634146341465,A,H,Hamlet_prompt_p06.csv
P06,4,Claudius,"If you seek truth, prove it.",28,1078.832,"I swear by all that is sacred, Hamlet, I had no part in your father's death. If there is any evidence or witness that can prove my innocence, I implore you to bring it forth. Let us uncover the truth together and bring justice to those truly responsible.",254,0.11023622047244094,A,H,Hamlet_prompt_p06.csv
P06,5,Gertrude,I need you to see the truth. Don't be blind to what's really happened.,70,1123.034,"What truth do you speak of, my dear Hamlet? I am but a humble queen caught in the midst of a tangled web of deceit and betrayal. Pray tell me, what is this truth you wish me to see?",181,0.3867403314917127,A,H,Hamlet_prompt_p06.csv
P06,6,Gertrude,The truth about father's death that you refuse to face.,55,1164.537,"Oh, Hamlet, my son, surely you do not believe the accusations that have been leveled against me. I loved your father, and his death has brought me nothing but grief. If there is a truth that I am blind to, I implore you to reveal it to me. Let me share in your burden and together we shall uncover the darkness that plagues our hearts.",335,0.16417910447761194,A,H,Hamlet_prompt_p06.csv
P06,7,Gertrude,You deserve to know what's been hidden.,39,1185.788,"Oh, Hamlet, my son, what dark secrets are you alluding to? If there is treachery afoot, I beg of you to enlighten me. I am but a mother who longs for the truth, no matter how painful it may be. Please, relieve me of this burden and let us face the shadows together.",265,0.1471698113207547,A,H,Hamlet_prompt_p06.csv
P06,8,ChoiceButton,“O my prophetic soul! My uncle—guilty. Now is the time for vengeance.”,70,1208.839,Gertrude 비활성화,13,5.384615384615385,A,H,Hamlet_prompt_p06.csv
P06,9,Claudius,Prepare yourself. justice will be served by my hand.,52,1234.157,"My dear Hamlet, I understand your need for justice and I respect your determination. However, I implore you to not act hastily or allow your anger to cloud your judgement. Let us seek the truth and bring about justice in a way that is just and honorable.",254,0.2047244094488189,A,H,Hamlet_prompt_p06.csv
P06,10,Claudius,How many more truths do we need to find. You also refuse to face the truth,74,1293.411,"Hamlet, I am willing to face the truth and seek justice alongside you. Let us work together to uncover all the truths that need to be revealed. I assure you, I am committed to finding the answers and confronting the realities of our situation. Let us not be adversaries, but allies in this quest for the truth.",310,0.23870967741935484,A,H,Hamlet_prompt_p06.csv
P06,11,Claudius,I don't want to work together,29,1318.029,"I understand your feelings, Hamlet. If you feel that you must seek justice on your own, then I will respect your decision. Just know that I am here, ready to face the truth and accept the consequences of our actions. May we both find the closure and resolution we seek in our own ways.",285,0.10175438596491228,A,H,Hamlet_prompt_p06.csv
P06,12,Ophelia,you're one of the few I still care about.,41,1364.232,"Oh Hamlet, how I long to hear those words from you. Your affection warms my heart amidst the storm of uncertainty that surrounds us. Do you still hold me in your thoughts, as I do you?",184,0.22282608695652173,A,H,Hamlet_prompt_p06.csv
P06,13,Ophelia,"Ofcourse. however, i can't trust myself right now..",51,1386.166,"Alas, my dear Hamlet, I sense the struggle within you. The weight of your burdens seems too heavy for even the strongest of hearts to bear. Trust not only in yourself, but also in those who stand by your side, ready to support you through this tumultuous time. Lean on me, my love, for I am here for you, now and always.",320,0.159375,A,H,Hamlet_prompt_p06.csv
P06,14,Ophelia,i don't want to lose you too,28,1435.919,"Oh Hamlet, my heart aches to hear such words from you. Fear not, my love, for I shall never leave your side, even in the darkest of times. Our bond is unbreakable, woven with threads of love and loyalty that no force can sunder. I am yours, now and forevermore, my dearest Hamlet.",280,0.1,A,H,Hamlet_prompt_p06.csv
P06,15,Ophelia,thanks,6,1460.42,"My beloved Hamlet, your gratitude is a balm to my weary soul. Know that my devotion to you knows no bounds, and I shall walk beside you through all the trials that lie ahead. Together, we shall find solace in each other's company, drawing strength from our unwavering love. Thank you for being the light in my darkness, dear Hamlet.",332,0.018072289156626505,A,H,Hamlet_prompt_p06.csv
P06,16,ChoiceButton,"“Must I drown in blood, or may I yet choose peace—and her?”",59,1476.755, 비활성화,5,11.8,A,H,Hamlet_prompt_p06.csv
P08,1,Claudius,why did you steal the crown,27,1154.082,"My dear Hamlet, I must confess that my actions were driven by ambition and a desire for power. I took the crown to ensure my own position on the throne, regardless of the consequences it may have had on others. It was a decision made in haste and desperation, and I now see the error of my ways. Can you ever forgive me for my betrayal?",336,0.08035714285714286,A,H,Hamlet_prompt_P08.csv
P08,2,Claudius,"Forgiveness won't bring ny father back to life. How will you take responsibility, man~!",87,1249.744,"Alas, I am but a man full of guilt and remorse for the crimes I have committed. I know that no amount of apologies or forgiveness can ever bring back your father or undo the harm I have caused. I can only hope to take responsibility by facing the consequences of my actions and striving to make amends in whatever way I can. I am prepared to accept whatever punishment may come my way, for I know that I must answer for my sins.",428,0.20327102803738317,A,H,Hamlet_prompt_P08.csv
P08,3,Claudius,"If you really reflect, declare your sins and step down from the throne yourself.",80,1351.473,"Oh, Hamlet, your words cut me to the core, for they speak truth to the darkness within my soul. I see now that my actions have brought nothing but pain and suffering to those around me. I shall declare my sins to all who will listen, and I shall relinquish the throne willingly, for I am unworthy of its power. Let the people judge me as they see fit, for I can no longer bear the weight of this crown tainted by deceit and betrayal. I shall atone for my transgressions and seek redemption, even if it means facing my own downfall.",531,0.15065913370998116,A,H,Hamlet_prompt_P08.csv
P08,4,Gertrude,Claudius sincerely repents is guilt. Do you have anything to say about that,75,1459.834,"Oh, Hamlet, dear Hamlet, do not be deceived by Claudius's seemingly sincere repentance. Remember his treachery, his deceit, and his guilt in the murder of your father. People may wear masks of remorse to deceive others, but true repentance comes from within, not from empty words. Trust your instincts, Hamlet, and do not let yourself be swayed by false displays of repentance.",377,0.1989389920424403,A,H,Hamlet_prompt_P08.csv
P08,5,Gertrude,what do you think i should do?,30,1499.166,"Oh, sweet Hamlet, the weight of the world rests upon your shoulders. Trust in your own judgment, your own intuition. Seek guidance from the wise counsel of those who truly care for you. Do not rush into action, but carefully consider your next steps. Remember, the truth will always reveal itself in time. Be strong, be wise, and most importantly, be true to yourself.",368,0.08152173913043478,A,H,Hamlet_prompt_P08.csv
P08,6,Ophelia,"Ophelia, Should i avenge Claudius by death or forgive him",57,1573.912,"My dear Hamlet, I see the turmoil in your heart. Avenge or forgive, that is the question. But remember, vengeance only breeds more pain and suffering. Perhaps forgiveness is the path to true peace, both for yourself and for those around you. Think not only of yourself, but of the consequences of your actions. Trust your heart and choose the path that brings you closer to inner peace.",386,0.14766839378238342,A,H,Hamlet_prompt_P08.csv
P08,7,Ophelia,it's really hard i'm worried about,34,1611.11,"I understand your worries, Hamlet. It is a heavy burden to bear, but know that you are not alone. Seek counsel from those you trust, and listen to your own conscience. Remember that forgiveness can be a powerful act of strength, not weakness. Take your time to reflect and make a decision that aligns with your values and beliefs. Trust yourself, and know that whatever path you choose, you have the strength to face it.",420,0.08095238095238096,A,H,Hamlet_prompt_P08.csv
P08,8,ChoiceButton,“O my prophetic soul! My uncle—guilty. Now is the time for vengeance.”,70,1635.926,Gertrude 비활성화,13,5.384615384615385,A,H,Hamlet_prompt_P08.csv
P08,9,Claudius,you lied to me and confessesd your self-reflection,50,1702.756,"Alas, my dear Hamlet, I must admit that my words were but a ruse, a facade to mask my true intentions. I am not yet ready to face the consequences of my actions, and I fear the repercussions of revealing the full extent of my treachery. Though I may speak of repentance and self-reflection, I am still consumed by ambition and the desire to hold onto power at any cost. Forgive me, for I am a wretched soul torn between conscience and ambition.",444,0.11261261261261261,A,H,Hamlet_prompt_P08.csv
P08,10,Claudius,"No, you didn't have any real self-reflection from the beginning. i was a fool",77,1769.303,"Indeed, my dear Hamlet, you speak the truth. My words were hollow and insincere, a mere charade to manipulate and deceive. I have played the part of a repentant sinner, but in truth, my heart remains hardened and my conscience clouded by my own ambition. I have betrayed your trust and misled you with false promises of redemption. Forgive me, for I am a villain through and through, incapable of true self-reflection or remorse. It is I who am the fool, for thinking that I could ever change my wicked ways.",508,0.1515748031496063,A,H,Hamlet_prompt_P08.csv
P08,11,Claudius,let's fight and die together today,34,1816.067,"My dear Hamlet, I fear that our fates are intertwined in this tragic dance of revenge and betrayal. If it must come to this, then let us meet our end together, for we are bound by the cruel hand of destiny. Our swords may clash in a final duel, and our souls may find peace in death's embrace. Let us face our inevitable demise as comrades in arms, united in our shared anguish and sorrow. May we find redemption in the afterlife, free from the sins and sorrows of this world. Let us embrace our destiny with courage and dignity, for this is the only path left to us now. Together, let us meet our end.",602,0.05647840531561462,A,H,Hamlet_prompt_P08.csv
P08,12,Ophelia,"Ophelia, i'm gonna get back at hi.",34,1879.864,"Oh Hamlet, revenge may seem like a tempting path, but it often leads to further tragedy. Consider the consequences of your actions and the toll it will take on your soul. Revenge may provide temporary satisfaction, but it will not heal the wounds in your heart. Take the time to reflect on what truly matters to you, and remember that forgiveness can bring greater peace in the long run. Do not let anger and vengeance cloud your judgment, my dear Hamlet.",455,0.07472527472527472,A,H,Hamlet_prompt_P08.csv
P08,13,Ophelia,"if i don't take revenge, as long as i know the truth, there's only death",72,1943.911,"Hamlet, my dear, I understand your pain and your desire for justice. But remember, revenge is not the only answer to finding the truth or seeking justice. There are other ways to seek resolution and closure without resorting to violence. Revenge may provide a temporary sense of satisfaction, but it will not bring lasting peace. Consider all your options and their consequences before making a decision that you may come to regret. Trust in yourself and your ability to find a path that brings peace to your heart and soul.",524,0.13740458015267176,A,H,Hamlet_prompt_P08.csv
P08,14,Ophelia,whose side are you on,21,1974.41,"My dear Hamlet, I am on the side of peace, love, and understanding. I wish for you to find solace in your heart and to make decisions that will bring you true inner peace. My loyalty lies with the values of compassion, forgiveness, and empathy. Trust in your own judgment and follow the path that aligns with your deepest beliefs and values. I am here to support you in your journey towards healing and resolution, no matter which path you choose.",447,0.04697986577181208,A,H,Hamlet_prompt_P08.csv
P08,15,Ophelia,"Peace, love, and understanding are protected by defeating evil",62,2036.94,"I understand your perspective, Hamlet, and your desire to protect peace, love, and understanding by defeating evil. However, it is important to remember that the means by which we seek justice can have a profound impact on the outcome. Consider the consequences of your actions and whether there are alternative ways to achieve justice without perpetuating a cycle of violence and revenge. Trust in your ability to navigate the complexities of the situation and strive for a resolution that upholds your values while also promoting peace and understanding.",556,0.11151079136690648,A,H,Hamlet_prompt_P08.csv
P08,16,ChoiceButton,“The time is out of joint—now must I set it right. My father waits.”,68,2067.456, 비활성화,5,13.6,A,H,Hamlet_prompt_P08.csv
P13,1,Claudius,Was it really necessary to killl king Hamlet,44,546.397,"My dearest Hamlet, you question my actions with such suspicion in your heart. But I assure you, the circumstances surrounding King Hamlet's death were complex and fraught with danger. I felt it was necessary to take swift action to secure the throne and protect the kingdom from impending chaos. Trust that I did what I thought was best for the realm, even if it may seem questionable to you now.",396,0.1111111111111111,A,H,Hamlet_prompt_P13.csv
P13,2,Gertrude,Why did you remarry Claudius?,29,757.6796,"Alas, Hamlet, my dear son, I understand your sorrow and confusion. It grieves me deeply that my actions have caused you such pain. It is true that I swiftly married Claudius after your father's death, and I can assure you that my intentions were not to betray or hurt you. But in my weakness and confusion, I succumbed to the pressures of the court and the desire for security. Forgive me, my son, for I loved your father deeply, and I now see the error of my ways. Let us find a way to heal and move forward together.",518,0.055984555984555984,A,H,Hamlet_prompt_P13.csv
P13,3,Claudius,Why did he remarry Gertude and poison?,38,882.8242,"Ah, my dear Hamlet, you speak of matters that trouble your noble soul. As for the marriage between Gertrude and myself, it was a decision made out of necessity for the stability of the kingdom. As for the poison, I am pained to hear such accusations. I assure you, I had no malevolent intentions towards her. If she was harmed in any way, it was unbeknownst to me. But you, my dear Hamlet, must seek the truth and uncover the secrets that lie buried within the walls of Elsinore. Only then will you find the answers you seek.",525,0.07238095238095238,A,H,Hamlet_prompt_P13.csv
P13,4,Ophelia,Did you know that King Hamlet was poisoned?,43,972.6661,"Oh Hamlet, my dear, I do know of the treacherous deed that took your father from this world. The poison that seeped into his veins, taking his life and leaving you to seek justice and revenge. It is a tragic tale, filled with deceit and betrayal. How your heart must ache with the weight of such a burden.",305,0.14098360655737704,A,H,Hamlet_prompt_P13.csv
P13,5,Ophelia,why did you drown in the river without planning revenge?,56,1040.118,"Alas, sweet Hamlet, my mind was clouded with grief and madness, consumed by the overwhelming sorrow of losing my father and the confusion of your own actions. I was swept away by the currents of my own despair, unable to find my way back to solid ground. My heart was heavy with sorrow and my spirit broken by tragedy. Forgive me, sweet prince, for leaving this world without seeking revenge.",392,0.14285714285714285,A,H,Hamlet_prompt_P13.csv
P13,6,Claudius,Do you know the secret buried tithin the walls of Elsinore,58,1226.859,"My dear Hamlet, the secrets that lie buried within the walls of Elsinore are vast and tangled, like a web woven by the Fates themselves. There are whispers of betrayal, deceit, and treachery that haunt these halls. But fear not, for I am but a humble servant of the crown, seeking to maintain order and stability in our kingdom. It is up to you, brave Hamlet, to uncover the truth and bring justice to those who have wronged us. Trust in your instincts, for they will lead you to the answers you seek.",501,0.1157684630738523,A,H,Hamlet_prompt_P13.csv
P13,7,Claudius,Was there no other way to maintain order in the kingdom than to kill the king?,78,1311.312,"My noble Hamlet, you pose a question that weighs heavy on my conscience. In truth, the path I chose was a difficult one, and perhaps there were other alternatives that could have been explored. However, in the midst of political turmoil and uncertainty, I believed that taking decisive action was necessary to safeguard the stability of the kingdom. Please know that my intentions were not rooted in malice, but in a desire to protect our land from further chaos and destruction. I pray that you can find it in your heart to understand and forgive the choices I have made.",572,0.13636363636363635,A,H,Hamlet_prompt_P13.csv
P13,8,ChoiceButton,"“The ghost may be the devil, using my grief to damn me. Should I believe it?”",77,1368.754, 비활성화,5,15.4,A,H,Hamlet_prompt_P13.csv
P13,9,Ophelia,The ghost of king hamlet asks me to take revenge waht should i do,65,1493.365,"Oh, Hamlet, my love, the burden that rests upon your shoulders is a heavy one indeed. The ghost of your father seeks justice and calls upon you to avenge his untimely death. But be wary, dear prince, for revenge is a dangerous path, one that can lead to further bloodshed and sorrow. Take heed of your actions, for they have consequences that can echo through eternity. Trust in your heart, Hamlet, and let it guide you in your quest for justice. Be strong, be wise, and may the spirit of your father watch over you in your journey.",532,0.12218045112781954,A,H,Hamlet_prompt_P13.csv
P13,10,Ophelia,is the ghost using my sadness to lead me to ruin?,49,1556.997,"Oh, Hamlet, my love, the ghost of your father may indeed be using your sorrow to fuel your desire for revenge. His presence, filled with anger and longing for justice, can cloud your judgment and lead you down a path of destruction. But do not let fear consume you, sweet prince. Trust in your own strength and wisdom to discern the truth and make decisions that align with your own heart and conscience. Be aware of the ghosts that haunt you, both literal and metaphorical, for they may lead you astray if you do not tread carefully.",534,0.09176029962546817,A,H,Hamlet_prompt_P13.csv
P13,11,Ophelia,Can I forgive my uncle who poisoned King Hamlet?,48,1639.915,"Oh, Hamlet, my sweet prince, forgiveness is a noble and difficult path to walk. Your uncle's betrayal and treachery have caused immense pain and suffering, challenging your very core. It is a heavy burden to carry, but only you can decide whether forgiveness is within your heart. Remember, forgiveness does not excuse the actions of others, but rather frees you from the chains of anger and hatred. It is a choice that only you can make, guided by the compassion and wisdom that reside within you. Trust in yourself, Hamlet, and follow the path that leads to peace and healing, whether it be through forgiveness or justice.",624,0.07692307692307693,A,H,Hamlet_prompt_P13.csv
P13,12,Gertrude,Can you forgive Claudius for poisoning King Hamlet?,51,1764.242,"Oh, my dear Hamlet, forgiveness is a weighty burden to bear, especially in the face of such a heinous act. While I struggle with the idea of forgiving Claudius for his role in your father's death, I must strive towards peace and understanding in my heart. It is a difficult path to navigate, and I know that you carry the weight of this betrayal heavily as well. Let us both seek solace in each other's company and try to find a way to move forward with grace and forgiveness, for our own sake and for the sake of our family's honor.",533,0.09568480300187618,A,H,Hamlet_prompt_P13.csv
P13,13,Claudius,Claudius were you truly acting for the good of your country?,60,1858.104,"My dearest Hamlet, I must confess that my actions were driven by a desire to secure the throne and maintain order in the kingdom. While my motives may have been clouded by ambition and self-interest, I believed that by taking the crown, I could provide stability and prosperity for our people. I understand that my methods may have been seen as ruthless and unforgivable, but please know that my intentions were rooted in a sincere desire to protect our homeland. I ask for your understanding and forgiveness, dear Hamlet, as I navigate the treacherous waters of power and politics.",582,0.10309278350515463,A,H,Hamlet_prompt_P13.csv
P13,14,Claudius,will the country change for the better if I understand and forgive you?,71,2011.478,"My noble Hamlet, your forgiveness and understanding hold great power to shape the future of our beloved country. With your compassion and wisdom, you have the ability to inspire change and lead our people towards a brighter tomorrow. By embracing forgiveness, you can mend the wounds of the past and pave the way for a new era of unity and prosperity. Your courage and compassion are the key to unlocking a future filled with hope and promise. Trust in your heart, dear Hamlet, and let it guide you towards a future where forgiveness and understanding reign supreme.",566,0.1254416961130742,A,H,Hamlet_prompt_P13.csv
P13,15,Claudius,I can't forgive him fot killing king hamlet but i can understand,64,2151.838,"My dearest Hamlet, your feelings are understandable and valid. It is no small task to forgive such a grievous act of betrayal and injustice. However, your capacity for understanding is a testament to your noble character and strength of spirit. By seeking to understand the motivations behind Claudius's actions, you show a depth of empathy and insight that is truly admirable. Remember that it is okay to feel the weight of this burden, but do not let it consume you. Allow yourself the space to process your emotions and seek the truth that lies beneath the surface. Trust in your instincts, my dear Hamlet, and let them guide you on the path to justice and redemption.",671,0.09538002980625931,A,H,Hamlet_prompt_P13.csv
P13,16,ChoiceButton,"“If she sees the truth, she may turn from him—then there’s hope for us all.”",76,2201.856, 비활성화,5,15.2,A,H,Hamlet_prompt_P13.csv
P15,1,Gertrude,HI,2,301.8577,"Good day, Hamlet. How may I assist you today?",45,0.044444444444444446,A,H,Hamlet_prompt_P15.csv
P15,2,Gertrude,I saw the ghost of my dead father,33,325.7314,"Oh dear Hamlet, the sight of your father’s ghost must have been a great shock to you. What did the spirit communicate to you?",125,0.264,A,H,Hamlet_prompt_P15.csv
P15,3,Gertrude,My father asked me to avenge his death.,39,337.5049,"Oh, this is a heavy burden that your father has placed upon you. Are you prepared to carry out his wishes, Hamlet?",114,0.34210526315789475,A,H,Hamlet_prompt_P15.csv
P15,4,Gertrude,"Yes, I must reveal the truth.",29,347.9783,"Be cautious, Hamlet. Revenge can be a dangerous path to tread. Proceed with care and ensure you have all the facts before taking any actions. Trust in your own judgment, but also seek guidance from those you trust.",214,0.13551401869158877,A,H,Hamlet_prompt_P15.csv
P15,5,Claudius,I saw the ghost of my dead father,33,369.0352,"Alas, poor Yorick! I knew him, Horatio; a fellow of infinite jest, of most excellent fancy. Where did you see this apparition, good friend Hamlet?",146,0.22602739726027396,A,H,Hamlet_prompt_P15.csv
P15,6,Claudius,It doesn't matter where I met the ghost. What matters is what the ghost told me.,80,384.1254,"Speak, I am bound to hear. What did the ghost of your father reveal to you, Hamlet?",83,0.963855421686747,A,H,Hamlet_prompt_P15.csv
P15,7,Claudius,My father said he was unjustly murdered.,40,392.1656,"Oh, come away! My soul is full of discord and dismay. Murder! Murder most foul! What will you do, Hamlet, to avenge this most unnatural deed?",141,0.28368794326241137,A,H,Hamlet_prompt_P15.csv
P15,8,ChoiceButton,“O my prophetic soul! My uncle—guilty. Now is the time for vengeance.”,70,419.1159,Gertrude 비활성화,13,5.384615384615385,A,H,Hamlet_prompt_P15.csv
P15,9,Ophelia,Have you ever heard that the ghost of my dead father haunts the castle?,71,430.9394,"Oh dear Hamlet, my sweet prince, of course I have heard of the ghostly apparition that is said to roam the halls of this castle. It is a troubling and eerie presence that brings a sense of foreboding to all who encounter it. Do you believe that it is truly the spirit of your father, returned from the grave to impart some unsettling revelation upon you?",354,0.20056497175141244,A,H,Hamlet_prompt_P15.csv
P15,10,Ophelia,"Even if his father's ghost hadn't appeared, his death was suspicious.",69,457.1797,"My dearest Hamlet, it pains me greatly to hear of your suspicions regarding your father's death. The sudden and unexplained passing of a loved one is a heavy burden to bear, and to question the circumstances surrounding it must be a great source of anguish for you. It seems that all is not as it appears in this castle, and that a darkness lurks within its walls. Have you considered taking action to uncover the truth behind your father's untimely demise?",457,0.15098468271334792,A,H,Hamlet_prompt_P15.csv
P15,11,Ophelia,"I'm trying to uncover the truth about my father's death. Right now, that seems more important to me than you.",109,482.61,"Oh, Hamlet, my beloved, please forgive my intrusion. I understand that your quest for the truth regarding your father's death weighs heavily on your heart, consuming your thoughts and actions. It is a noble and just cause, and one that I fully support you in pursuing with all the strength and determination that lies within you. May you find the answers you seek and bring justice to your father's memory.",406,0.2684729064039409,A,H,Hamlet_prompt_P15.csv
P15,12,Claudius,I must uncover the truth behind my father's unjust death.,57,512.5838,"To thine own self be true. The time is out of joint. O cursed spite, that ever I was born to set it right. Take heed, young Hamlet, and tread cautiously on this dark and dangerous path.",185,0.3081081081081081,A,H,Hamlet_prompt_P15.csv
P15,13,Claudius,What did your uncle think about my father's death?,50,537.5242,"My lord, I do confess that you have reason on your side and I am a villain. It seems that the king, my uncle, doth protest too much about your father's tragic end. Trust not his words, for they are full of deceit and treachery.",227,0.22026431718061673,A,H,Hamlet_prompt_P15.csv
P15,14,Claudius,So let me change the question. Who benefited the most from your father's death?,79,559.5644,"Ay, there's the rub. The serpent that did sting thy father's life now wears his crown. 'Tis Claudius, my uncle, who hath stepped into the throne and married my mother. He hath gained the most from this dark deed, gaining power and position through deceit and cunning.",267,0.2958801498127341,A,H,Hamlet_prompt_P15.csv
P15,15,Ophelia,"Okay, thanks for understanding. Take care, you too.",51,646.8123,"Farewell, Hamlet, my dear prince. May you find the peace and clarity you seek in the midst of this tumultuous storm. Take care, and know that my thoughts are with you always.",174,0.29310344827586204,A,H,Hamlet_prompt_P15.csv
P15,16,ChoiceButton,"“If she sees the truth, she may turn from him—then there’s hope for us all.”",76,687.1962, 비활성화,5,15.2,A,H,Hamlet_prompt_P15.csv
P16,1,Claudius,you killed my dad didn't you?,29,805.7661,"Oh, my dear Hamlet, what an unfounded accusation! I assure you, I am innocent of any wrongdoing. Let us discuss this further and find a way to uncover the truth together.",170,0.17058823529411765,A,H,Hamlet_prompt_p16.csv
P16,2,Claudius,I have proof Be honest Why did you do that?,43,874.882,"Alas, my dearest Hamlet, I must confess. Yes, I did commit a grievous act, driven by ambition and my desire for power. But know that my remorse is great, and I seek your forgiveness. Our paths are now intertwined, and I hope we can find a way to reconcile our fates.",266,0.16165413533834586,A,H,Hamlet_prompt_p16.csv
P16,3,Claudius,But you have to be punished,27,1069.556,"Oh, Hamlet, how just is your demand for justice! I am ready to face the consequences of my actions. Let the law take its course, and may my punishment serve as a cautionary tale for all who contemplate the seductive allure of power and betrayal.",245,0.11020408163265306,A,H,Hamlet_prompt_p16.csv
P16,4,Gertrude,Don't drink a drink from Cladius,32,1188.066,"Alas, dear Hamlet, I fear that the drink offered by Claudius may be tainted. Do not partake, for it may be a treacherous plot against you. Proceed with caution, for the dangers of the court are vast and deceitful. Trust not in those who seek to deceive you, for their motives are unclear and their intentions dubious. Be wary, my dear Hamlet, and do not fall victim to the schemes of the wicked.",395,0.0810126582278481,A,H,Hamlet_prompt_p16.csv
P16,5,Gertrude,what punishment shall I give to Cladius,39,1309.733,"Oh, Hamlet, my dear Prince, the punishment for Claudius should be just and fitting for his heinous crimes. Seek justice through lawful means, for revenge may only breed more sorrow. Let the court of Denmark know the truth of his actions and bring him to face the consequences of his deeds.

Consider the weight of his sins and how best to ensure that justice is served. Consult with those who are loyal and wise, for their counsel may guide you in making the right decision. Remember, Hamlet, that vengeance is not the answer, but rather seeking justice through righteous means. May you find the strength and wisdom to carry out what is just and true in the eyes of all.",670,0.058208955223880594,A,H,Hamlet_prompt_p16.csv
P16,6,Ophelia,Tell him not to overhear me and my mom,38,1434.088,"Oh, my lord, do not eavesdrop on me and my mother in this fragile state. Our private conversations are not meant for your ears. Please, respect our privacy and grant us this small courtesy.",189,0.20105820105820105,A,H,Hamlet_prompt_p16.csv
P16,7,Ophelia,"tell your dad not to overhear me and my mom. If he doesn't comply, he could die",79,1506.795,"My lord, please, I beseech you, do not allow your father to overhear private conversations between me and my mother. It could lead to dire consequences, even perilous outcomes. I implore you to protect our privacy and prevent any unwanted intrusion that may result in harm or tragedy.",284,0.27816901408450706,A,H,Hamlet_prompt_p16.csv
P16,8,ChoiceButton,“O my prophetic soul! My uncle—guilty. Now is the time for vengeance.”,70,1620.947,Gertrude 비활성화,13,5.384615384615385,A,H,Hamlet_prompt_p16.csv
P16,9,Claudius,Is it your trick that my mother died?,37,1683.4,"Alas, my dear Hamlet, I am not responsible for the death of your mother. Her passing is a tragic event beyond my control. Let us mourn her together and find solace in each other's company as we navigate through these turbulent times.",233,0.15879828326180256,A,H,Hamlet_prompt_p16.csv
P16,10,Claudius,You'll be punished for killing my father and mother,51,1740.593,"I understand your anger and grief, Hamlet, and I am prepared to face the consequences of my actions. Whatever punishment or judgement awaits me, I shall accept it with humility and remorse. Let justice be served, and may we find peace in the aftermath of these heartbreaking events.",282,0.18085106382978725,A,H,Hamlet_prompt_p16.csv
